SKU,brands,name,description,taste_notes,taste_notes_category,price_200g,image_url,varietal,altitude,processing method,roast level,roasted for,origin,blend,link
052,One Half Coffee,Ethiopia Alo Field Blend 74158 Anaerobic Natural,"Region: sidama, bensa. Producer: tamiru tadessa. Process: anaerobic natural. Altitude: 2300 masl.","hibiscus, pomelo, thailand mango, chocolate","Fruity, Nutty/Cocoa, Floral",RM 49,https://cdn.shopify.com/s/files/1/0699/1917/8965/files/ethalofieldblend350g.png?v=1785229867,74158,2300 masl,anaerobic natural,Unknown,Espresso,Ethiopia,Yes,https://www.onehalfcoffee.com/products/ethiopia-alo-field-blend-74158-anaerobic-natural-1?weight=350g
053,Brewsmith Coffee,Ethiopia Sidama Huro - Anaerobic Natural,"Process: Anaerobic Natural Taste notes: tropical fruit, raspberry, lilac ""Crafting excellence in every roast. To elevate your coffee experience by sourcing the finest beans, roasting in small batches, and maximising sweetness and clarity. Unleash the full potential of your coffee journey with us.""","tropical fruit, raspberry, lilac",Fruity,RM 40,https://cdn.store-assets.com/s/266069/i/90138978.png,Heirloom,1900-2200 Masl,Anaerobic Natural,Unknown,Both,Ethiopia,No,https://brewsmithcoffee.com/products/ethiopia-sidama-huro-anaerobic-natural
054,Ang Ang Roastery,Ethiopia Yirgacheffe Gedeb Fresa Rosa,Process: Anaerobic Natural. Variety: Heirloom. Altitude: 2400-2500 masl,"Jasmine, Violet Floral, Orange Blossoms, Fruits Candy, Passion Fruits","Fruity, Floral, Sweet",RM 120,https://cdn.shopify.com/s/files/1/0609/6374/9959/files/productcover-37.webp?v=1753173139,Heirloom,2400-2500 masl,Anaerobic Natural,Unknown,Filter,Ethiopia,No,https://aarcoffeelibrary.com/products/ethiopia-yirgacheffe-gedeb-fresa-rosa
055,BEAM Specialty,Fairy Pitta,"2017 Australian International Coffee Roasting Award Wining Blend Tasting Note : Apple, Orange, Yellow Floral, Manuka Honey Ethiopia Yirgacheffe Aricha Heirloom Washed Malaysia Johor Liberica Anaerobic Natural","Apple, Orange, Yellow Floral, Manuka Honey","Fruity, Floral, Sweet",RM 110,https://beamspecialty.com/wp-content/uploads/2025/11/Fairy-Pitta-simple.jpg,"Liberica, Heirloom",,Anaerobic Natural,Light,Both,"Indonesia, Ethiopia, Malaysia",Yes,https://beamspecialty.com/product/fairy-pitta/
056,Nine Lives Coffee Roaster,Honduras Finca Gosen H-27 Anaerobic Natural,"process : Anaerobic Natural tasting notes : tropical fruits, cherry, raisin","tropical fruits, cherry, raisin",Fruity,RM 87,https://cdn.shopify.com/s/files/1/0814/4027/6715/files/NLCR_Shopee_Equador_Kenya_Workfile-04.png?v=1776918870,H-27,1500 masl,Anaerobic Natural,Unknown,Filter,Honduras,No,https://ninelivescoffee.co/products/honduras-finca-gosen
057,BEAM Specialty,Malaysia Johor My Liberica Special Lot Liberica Anaerobic Natural,"Tasting Note : Raspberry Jam, Ginger Flower, Dry Longan, Mango Candy Process : Anaerobic Natural Ratio : 1:15 (14g coffee to 210 water) Grind : 670 – 730 microns Sign in Create an Account","Raspberry Jam, Ginger Flower, Dry Longan, Mango Candy","Fruity, Sweet, Spices",RM 110,https://beamspecialty.com/wp-content/uploads/2025/05/Johor-Special-Lot-simple.jpg,Liberica,,Anaerobic Natural,Light,Filter,Malaysia,No,https://beamspecialty.com/product/malaysia-johor-my-liberica-special-lot-liberica-anaerobic-natural/
058,Ghostbird Coffee,Malaysia Liberica Anaerobic Natural,"Region: Simpang Renggam, Johor Process: Anaerobic Natural Roast Level: Medium - Light Tasting Notes: Hawthorn, Sarsaparilla, Caramel","Hawthorn, Sarsaparilla, Caramel",Sweet,RM 170,https://cdn.shopify.com/s/files/1/0519/6749/2290/files/liberica_n20.png?v=1765256324,Liberica,0 - 20 masl,Anaerobic Natural,Medium Light,Filter,Malaysia,No,https://ghostbirdcoffee.co/products/malaysia-liberica-anaerobic-natural
059,Decrypt Coffee,Malaysia Sabah Ranau,"This goes well with milk. I roasted this lot to highlight its tropical fruit brightness and wine-like complexity from the anaerobic process, while keeping a rounded, drinkable body. In the cup, you’ll find juicy tropical fruit, sweet fermented notes, and a bold, full-bodied character. With milk, the sweetness softens into a fruit-laced cocoa cup—distinctive, memorable, and a proud showcase of Sabah coffee’s potential.","Guava, Pineapple, Mulberry Wine",Sour/Fermented,RM 65,https://cdn.shopify.com/s/files/1/0833/5831/8785/files/New_Productimage_33.png?v=1756137429,Catimor,1500M,Anaerobic Natural,Medium Light,Both,Malaysia,No,https://decryptcoffee.com/products/malaysia-sabah-ranau-anaerobic-natural
060,Ghostbird Coffee,Malaysia Sabah Ranau [Anaerobic Natural],"Producer : Sabarica Coffee Process : Anaerobic Natural Elevation : 1, 300 – 1, 450 masl Roast Level : Medium-Light Tasting Notes: Pineapple, Sugar Cane, Hint of Floral","Pineapple, Sugar Cane, Hint of Floral","Fruity, Floral, Sweet",RM 85,https://cdn.shopify.com/s/files/1/0519/6749/2290/files/sabah_ranau_anaerobic_natural.png?v=1757055126,Catimor,"1, 300 – 1, 450 masl",Anaerobic Natural,Medium Light,Filter,Malaysia,No,https://ghostbirdcoffee.co/products/malaysia-sabah-ranau-anaerobic-natural
061,Ghostbird Coffee,Malaysia Sabah Ranau [Anaerobic Natural] (WS),"Producer : Sabarica Coffee Process : Anaerobic Natural Elevation : 1, 300 – 1, 450 masl Roast Level : Medium-Light Tasting Notes: Pineapple, Sugar Cane, Hint of Floral","Pineapple, Sugar Cane, Hint of Floral","Fruity, Floral, Sweet",RM 68,https://cdn.shopify.com/s/files/1/0519/6749/2290/files/sabah_ranau_anaerobic_natural.png?v=1757055126,Catimor,"1, 300 – 1, 450 masl",Anaerobic Natural,Medium Light,Filter,Malaysia,No,https://ghostbirdcoffee.co/products/malaysia-sabah-ranau-anaerobic-natural-ws
062,Yello Coffee Solution,S O E -- CHINA YUNNAN -- I I II I 04,,"Grape, Raisin, Passion Fruit, Cacao",Sour/Fermented,RM 65,https://cdn.store-assets.com/s/746806/i/95290147.png,"Catimor, Typica",1200 - 1600 masl,Anaerobic Natural,Medium,Espresso,Yunnan,No,https://www.yellocoffeesolution.com/products/y-e-ll-o-04-sidama-doora-natural-1
063,Ang Ang Roastery,"Light Roast - Latin America Single Origin - 'Fermented, Berries, Chocolatey'","This category is mainly from America showcases beans processed using the anaerobic method, a technique that creates a deeply fermented flavour profile with intense, complex notes. Sourced from regions like Panama, Colombia, El Salvador, Nicaragua, and Costa Rica, the anaerobic process enhances the natural sugars in the beans, resulting in a cup with bold, berry-forward flavors and a rich, chocolatey finish. The ferme","Fermented, Berries, Choclatey","Fruity, Sour/Fermented",RM 111,https://cdn.shopify.com/s/files/1/0609/6374/9959/files/MusicianMozart5.webp?v=1753192963,,,Anaerobic or Special Processed,Light,Filter,"Colombia, Panama, Costa Rica, El Salvador, Nicaragua",No,https://aarcoffeelibrary.com/products/light-roast-latin-america-single-origin-fermented-berries-chocolatey
064,Ghostbird Coffee,Panama Lamastus Selecto ASD,"Owner: The Lamastus Family Process: Anaerobic Slow Dry Elevation: 1, 700 – 2, 500 masl Tasting Notes: Raspberry, Mango Candy, Passion Fruit","Raspberry, Mango Candy, Passion Fruit","Fruity, Sweet",RM 170,https://cdn.shopify.com/s/files/1/0519/6749/2290/files/lamastus_selecto_asd.png?v=1778055487,Geisha,"1, 700 – 2, 500 masl",Anaerobic Slow Dry,Light,Filter,Panama,No,https://ghostbirdcoffee.co/products/panama-asd
065,Ghostbird Coffee,Panama Lamastus Selecto ASD (WS),"Owner: The Lamastus Family Process: Anaerobic Slow Dry Elevation: 1, 700 – 2, 500 masl Tasting Notes: Raspberry, Mango Candy, Passion Fruit","Raspberry, Mango Candy, Passion Fruit","Fruity, Sweet",RM 136,https://cdn.shopify.com/s/files/1/0519/6749/2290/files/lamastus_selecto_asd.png?v=1778055487,Geisha,"1, 700 – 2, 500 masl",Anaerobic Slow Dry,Light,Filter,Panama,No,https://ghostbirdcoffee.co/products/panama-lamastus-selecto-asd-ws
066,One Half Coffee,Panama Wild Forest Geisha Project Geisha Anaerobic Slow Dry Natural,Region: chiriquí. Process: anaerobic slow dry natural. Altitude: 1700 masl.,"blackcurrant, blueberries, winey, cacao liquor","Fruity, Sour/Fermented, Nutty/Cocoa",RM 110,https://cdn.shopify.com/s/files/1/0699/1917/8965/files/panwildforestanslowdryn.png?v=1782802396,geisha,1700 masl,anaerobic slow dry natural,Unknown,Filter,Panama,No,https://www.onehalfcoffee.com/products/panama-wild-forest-geisha-project?weight=200g
067,Ang Ang Roastery,Bolivia Caranavi Luis Choquenhuanca,Process: Anaerobic Washed. Variety: Caturra. Altitude: 1600 masl,"Chamomile, Citrus, Honey, Blackcurrant, Juicy Mouthfeel","Fruity, Sweet",RM 120,https://cdn.shopify.com/s/files/1/0609/6374/9959/files/COVER_2.png?v=1753248000,Caturra,1600 masl,Anaerobic Washed,Unknown,Filter,Bolivia,No,https://aarcoffeelibrary.com/products/bolivia-caranavi-luis-choquenhuanca
068,One Half Coffee,Bolivia Los Rodriguez Geisha Anaerobic Washed,"Region: caranavi, la paz. Producer: pedro rodriguez. Process: anaerobic washed. Altitude: 2300 masl.","coffee blossom, red currant, tangerine, raspberry, honey","Fruity, Sweet, Floral",RM 220,https://cdn.shopify.com/s/files/1/0699/1917/8965/files/borodriguezgw.png?v=1781757512,geisha,2300 masl,anaerobic washed,Unknown,Filter,Bolivia,No,https://www.onehalfcoffee.com/products/bolivia-los-rodriguez-geisha-washed-1?weight=100g
069,Ang Ang Roastery,Colombia Quindio Campo Hermosa,Process: Anaerobic Washed. Variety: Gesha. Altitude: 2000 masl,"Elderflower, Banana, Lemongrass, Peach, Sunkist, Honeydew, Juicy Mouthfeel","Fruity, Floral, Sweet",RM 200,https://cdn.shopify.com/s/files/1/0609/6374/9959/files/productcover-34.webp?v=1753173148,Gesha,2000 masl,Anaerobic Washed,Unknown,Filter,Colombia,No,https://aarcoffeelibrary.com/products/colombia-quindio-campo-hermosa
070,43 Coffee,Panama Iris Estate Geisha Odyssey,"Floral-forward and sophisticated with vibrant berry notes and a perfumed rose aroma. Exceptionally clean and silky, presenting elegant complexity in filter and remarkable clarity with a lingering finish as espresso. A coffee that rewards both contemplative brewing and bold extraction, revealing new dimensions with each preparation method.
","Blueberris, Rose Water, Clean",Fruity,RM 375,https://43coffee.com/cdn/shop/files/PanamaGeishaOdyssey.png?v=1777529039&width=1445,Geisha,,Nitrogen Controlled Fermentation Natural,Light,Both,Panama,No,https://43coffee.com/products/panama-iris-estate-geisha-odyssey
071,Decrypt Coffee,Costa Rica Canet Musician Mozart,"This Mozart lot is a symphony of fruits and florals that lingers long after each sip. It opens with a vivid muscat grape sweetness that lasts beautifully on the palate, evolving into a medley of bright fruits reminiscent of kiwi and fresh strawberries. Layers of complex florals weave throughout, giving the cup a lifted elegance. The raisin honey process enriches the texture, adding both depth and clarity to the fruit expression. Each sip feels dynamic yet harmonious — a coffee that balances vibrancy with refinement. Its long, fruit-driven finish makes it a truly memorable and contemplative experience.

Bean Info

The Canet Estate is nestled in Costa Rica’s renowned Tarrazú region, one of the world’s most celebrated coffee origins for high-altitude cultivation. Known for its “Musician Series,” Canet names each lot after a classical composer, with each representing a unique processing innovation. The “Mozart” lot employs a raisin honey process: ripe cherries are partially sun-dried into a raisin-like state, then pulped while retaining mucilage before completing fermentation and drying. This hybrid method preserves fruit depth while amplifying sweetness, producing a layered, winey profile.

Grown at altitudes of 1,600–1,900 meters, the cooler nights and volcanic soil help develop slow cherry maturation, concentrating sugars and aromatic complexity. The result is a cup that bridges bright fruit notes with refined florals, showing the experimental yet meticulous craftsmanship of the Canet producers.","Muscat grape, kiwi, strawberry, complex florals, lingering fruit sweetness","Fruity, Floral",RM 65,https://decryptcoffee.com/cdn/shop/files/Copyof_New_Productimage_2.png?v=1759156244&width=832,Caturra / Catuai,"1,600 – 1,900 masl",Raisin Honey,Medium Light,Both,Costa Rica,No,https://decryptcoffee.com/products/costa-rica-canet-musician-mozart
072,Nine Lives Coffee Roaster,Costa Rica Rivense Chirripo Black Honey Geisha,"tasting notes : hibiscus, red apple, honey","hibiscus, red apple, honey","Fruity, Floral, Sweet",RM 107,https://cdn.shopify.com/s/files/1/0814/4027/6715/files/NLCR_Shopee_Equador_Kenya_Workfile-06.png?v=1776919344,Geisha,1700 masl,Black Honey,Unknown,Filter,Costa Rica,No,https://ninelivescoffee.co/products/costa-rica-chirripo
073,2F Coffee Roastery,COSTA RICA RIVENSE VISTA AL CHIRRIPO Black Honey Geisha,"A light-roasted black-honey Geisha from Costa Rica's Rivense Vista al Chirripo, grown at 1,800-2,000 masl.","Yellow Floral, Wild Honey, Passion Fruits","Fruity, Floral, Sweet",RM 120,https://cdn.store-assets.com/s/390997/i/100405663.png,Geisha,1800-2000 masl,Black Honey,Light,,Costa Rica,No,https://www.2fcoffeeroastery.com/collections/coffee-bean-1/products/rwanda-western-province-rutriso-natural-process
074,Decrypt Coffee,Costa Rica Brunca Rivense El Mango,"Region : Tarrazú, Costa Rica Farm : El Mango Producer: Rivense Micromill 

This El Mango Black Honey opens with refined hazelnut-chocolate notes that set a comforting foundation. As the cup evolves, hints of dark fruits—think black cherry and plum—emerge with layered complexity, while a subtle winey nuance surfaces, adding intrigue. The texture is smooth and velvety, bridging the sweetness and depth harmoniously. In the finish, a clean black tea aftertaste lingers, providing structural balance and clarity. The medium roast highlights all these elements — fruit, sweetness, body — while ensuring the finish stays elegant.","Dried Fruits, Hazelnut Cocoa, Black Tea","Nutty/Cocoa, Fruity",RM 50,https://cdn.shopify.com/s/files/1/0833/5831/8785/files/Copyof_New_Productimage_16.png?v=1759723686,"Caturra, Red Catuai","1, 400 – 1, 700 masl Taste Note : Hazelnut-chocolate smoothness, dark fruit dept",Black Honey (high mucilage retention during drying),Medium,Both,Costa Rica,No,https://decryptcoffee.com/products/costa-rica-brunca-rivense-el-mango
075,Kopenhagen Coffee,Costa Rica La Catarata,"A black-honey-fermented Catuai from La Catarata, Costa Rica, grown at 1,600 MASL and roasted for espresso.","Cocoa Butter, Blood Orange, Yellow Raisins","Nutty/Cocoa, Fruity",RM 75,https://cdn.shopify.com/s/files/1/0564/8646/1604/files/CostaRicaLaCatarata.png?v=1773645638,Catuai,1600 MASL,Black Honey Ferment,Unknown,Espresso,Costa Rica,No,https://www.kopenhagencoffee.com/products/costa-rica-la-catarata
076,The Crackpots,"Ethiopia Guji Slow-dry Anaerobic Natural ""Oiran""","Tasting Note: Rose, Strawberry, Blueberry, Grapes, Hint of Wine Slow-dry Anaerobic Natural Brewing Recommendation: Filter Brews, Modern Espresso","Rose, Strawberry, Blueberry, Grapes, Hint of Wine","Fruity, Floral, Sour/Fermented",RM 81,https://cdn.shopify.com/s/files/1/0510/5831/1346/files/EGOSA-26-01_cover.png?v=1782445047,Heirloom,,"by fermenting the coffee in oxygen-free tanks and extending the drying time, the beans spend longer",Light,Both,Ethiopia,No,https://thecrackpots.com/products/ethiopia-guji-oiran-sd-anaerobic-natural
077,Emery Coffee Roastery,Brazil Ama Ruby Geisha Carbonic Maceration Natural,"Premium grade single origin coffee beans Process: Carbonic Maceration Natural Flavor Notes: Stoen Fruit, Roasted Nuts, Fruit Chocolate","Stone Fruit, Roasted Nuts, Fruit Chocolate","Fruity, Nutty/Cocoa, Roasted",RM 43,https://cdn.shopify.com/s/files/1/0026/0299/1734/files/TOP_Brazil_AMA_Ruby_Design_page-0001.jpg?v=1784002723,Geisha,,Carbonic Maceration Natural,Light,Filter,Brazil,No,https://emery.coffee/products/brazil-ama-ruby-geisha-carbonic-maceration-natural
078,Emery Coffee Roastery,Indonesia Ijen Lestari Carbonic Maceration,"Premium grade single origin coffee beans Farm, Region: Ijen Lestari Process: Carbonic Maceration Natural Flavor Notes: Cherry Blossom, Osmanthus Tea, Fruit Chocolate","Cherry Blossom, Osmanthus Tea, Fruit Chocolate","Fruity, Floral, Nutty/Cocoa",RM 43,https://cdn.shopify.com/s/files/1/0026/0299/1734/files/TOP_Indonesia_Ijen_Lestari_Design_page-0001.jpg?v=1783553082,Kartika,,Carbonic Maceration Natural,Light,Filter,Indonesia,No,https://emery.coffee/products/indonesia-ijen-lestari-carbonic-maceration
079,Ghostbird Coffee,Panama Iris Estate Symmetry,"2026 MOBC Champion, Ray’s Selection Producers: Jamison Savage, Sasa Sestic, Elvin Siew Elevation : 1, 850 – 2, 300 masl Roast Level : Medium-Light Tasting Notes : Orange, Apricot, Honey","Orange, Apricot, Honey","Fruity, Sweet",RM 300,https://cdn.shopify.com/s/files/1/0519/6749/2290/files/iris_estate_symmetry.png?v=1779768025,Geisha,"1, 850 – 2, 300 masl",CM Natural,Medium Light,Both,Panama,No,https://ghostbirdcoffee.co/products/panama-iris-estate-symmetry
080,Ghostbird Coffee,Panama Iris Estate Symmetry (WS),"2026 MOBC Champion, Ray’s Selection Producers: Jamison Savage, Sasa Sestic, Elvin Siew Elevation : 1, 850 – 2, 300 masl Roast Level : Medium-Light Tasting Notes : Orange, Apricot, Honey","Orange, Apricot, Honey","Fruity, Sweet",RM 240,https://cdn.shopify.com/s/files/1/0519/6749/2290/files/iris_estate_symmetry.png?v=1779768025,Geisha,"1, 850 – 2, 300 masl",CM Natural,Medium Light,Both,Panama,No,https://ghostbirdcoffee.co/products/panama-iris-estate-symmetry-ws
081,Nine Lives Coffee Roaster,Kenya Thageini Lot 0424 CM Washed Diamond,"tasting notes : roselle, blackcurrant, sugarcane","roselle, blackcurrant, sugarcane","Fruity, Floral",RM 107,https://cdn.shopify.com/s/files/1/0814/4027/6715/files/NLCR_Shopee_Equador_Kenya_Workfile-03.png?v=1776918625,"SL28, 34",1750 masl,CM Washed,Unknown,Filter,Kenya,No,https://ninelivescoffee.co/products/kenya-thageini
082,Ang Ang Roastery,Lavender Perfume Thailand Chiang Rai Srima,Process: Co-Fermentation Double Anaerobic Honey. Variety: Caturra. Altitude: 1400-1600 masl,"Lavender, Chinese Black Tea, Apple, Milk Tea","Fruity, Floral",RM 127,https://cdn.shopify.com/s/files/1/0609/6374/9959/files/Level4LavenderPerfume.png?v=1753352108,Caturra,1400-1600 masl,Co-Fermentation Double Anaerobic Honey,Unknown,Filter,Thailand,No,https://aarcoffeelibrary.com/products/lavender-perfume-thailand-chiang-rai-srima
